hash_type,hash_value,dataset_a_count,dataset_b_count,dataset_a_sample_paths,dataset_b_sample_paths,dataset_a_sample_image_ids,dataset_b_sample_image_ids
average_hash,ffe7c78387878fff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071750.jpg,assets\bcn_20000_data\ISIC_0071750.jpg,ISIC_0071750,ISIC_0071750
average_hash,ffe7c78783838387,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0072032.jpg,assets\bcn_20000_data\ISIC_0072032.jpg,ISIC_0072032,ISIC_0072032
average_hash,ffe7e18183071fff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057037.jpg,assets\bcn_20000_data\ISIC_0057037.jpg,ISIC_0057037,ISIC_0057037
average_hash,ffe7e3c3c3f3ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0058843.jpg,assets\bcn_20000_data\ISIC_0058843.jpg,ISIC_0058843,ISIC_0058843
average_hash,ffe7e3c3e3ffffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0067121.jpg,assets\bcn_20000_data\ISIC_0067121.jpg,ISIC_0067121,ISIC_0067121
average_hash,ffe7e7c3c1e1f1ff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0063933.jpg,assets\bcn_20000_data\ISIC_0063933.jpg,ISIC_0063933,ISIC_0063933
average_hash,ffef0703070707ff,1,1,assets\ISIC_2019_Test_Organized\dermatofibroma\ISIC_0069814.jpg,assets\bcn_20000_data\ISIC_0069814.jpg,ISIC_0069814,ISIC_0069814
average_hash,ffef8300000081ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071774.jpg,assets\bcn_20000_data\ISIC_0071774.jpg,ISIC_0071774,ISIC_0071774
average_hash,ffef8301010101ef,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066996.jpg,assets\bcn_20000_data\ISIC_0066996.jpg,ISIC_0066996,ISIC_0066996
average_hash,ffef830181ffffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071531.jpg,assets\bcn_20000_data\ISIC_0071531.jpg,ISIC_0071531,ISIC_0071531
average_hash,ffef838183c3fffd,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0061748.jpg,assets\bcn_20000_data\ISIC_0061748.jpg,ISIC_0061748,ISIC_0061748
average_hash,ffef8381c1c1c3ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068013.jpg,assets\bcn_20000_data\ISIC_0068013.jpg,ISIC_0068013,ISIC_0068013
average_hash,ffef83838181c3e3,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071183.jpg,assets\bcn_20000_data\ISIC_0071183.jpg,ISIC_0071183,ISIC_0071183
average_hash,ffef870303038387,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0057813.jpg,assets\bcn_20000_data\ISIC_0057813.jpg,ISIC_0057813,ISIC_0057813
average_hash,ffef878181c0e3ff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0070450.jpg,assets\bcn_20000_data\ISIC_0070450.jpg,ISIC_0070450,ISIC_0070450
average_hash,ffef87838383c7ff,2,2,assets\ISIC_2019_Test_Organized\nevus\ISIC_0057107.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0064596.jpg,assets\bcn_20000_data\ISIC_0057107.jpg;assets\bcn_20000_data\ISIC_0064596.jpg,ISIC_0057107;ISIC_0064596,ISIC_0057107;ISIC_0064596
average_hash,ffef878383c3f7fe,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0065475.jpg,assets\bcn_20000_data\ISIC_0065475.jpg,ISIC_0065475,ISIC_0065475
average_hash,ffef878787c7ff7f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059545.jpg,assets\bcn_20000_data\ISIC_0059545.jpg,ISIC_0059545,ISIC_0059545
average_hash,ffef8787cffe7c00,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0057831.jpg,assets\bcn_20000_data\ISIC_0057831.jpg,ISIC_0057831,ISIC_0057831
average_hash,ffef8f8b8f008101,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0061106.jpg,assets\bcn_20000_data\ISIC_0061106.jpg,ISIC_0061106,ISIC_0061106
average_hash,ffefc00080c0e0f0,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072906.jpg,assets\bcn_20000_data\ISIC_0072906.jpg,ISIC_0072906,ISIC_0072906
average_hash,ffefc18080d1f1f8,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0053844.jpg,assets\bcn_20000_data\ISIC_0053844.jpg,ISIC_0053844,ISIC_0053844
average_hash,ffefc180c0c0f0f9,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0060811.jpg,assets\bcn_20000_data\ISIC_0060811.jpg,ISIC_0060811,ISIC_0060811
average_hash,ffefc181c1e7ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062650.jpg,assets\bcn_20000_data\ISIC_0062650.jpg,ISIC_0062650,ISIC_0062650
average_hash,ffefc381818183cf,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069776.jpg,assets\bcn_20000_data\ISIC_0069776.jpg,ISIC_0069776,ISIC_0069776
average_hash,ffefc38382c3efff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062502.jpg,assets\bcn_20000_data\ISIC_0062502.jpg,ISIC_0062502,ISIC_0062502
average_hash,ffefc3838383c7ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071805.jpg,assets\bcn_20000_data\ISIC_0071805.jpg,ISIC_0071805,ISIC_0071805
average_hash,ffefc38383c3f7ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070330.jpg,assets\bcn_20000_data\ISIC_0070330.jpg,ISIC_0070330,ISIC_0070330
average_hash,ffefc383c3c3ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072987.jpg,assets\bcn_20000_data\ISIC_0072987.jpg,ISIC_0072987,ISIC_0072987
average_hash,ffefc3c381c7f77f,1,1,assets\ISIC_2019_Test_Organized\vascular lesion\ISIC_0059560.jpg,assets\bcn_20000_data\ISIC_0059560.jpg,ISIC_0059560,ISIC_0059560
average_hash,ffefc3c38387879f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0056666.jpg,assets\bcn_20000_data\ISIC_0056666.jpg,ISIC_0056666,ISIC_0056666
average_hash,ffefc3c3c1c3f3ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0056594.jpg,assets\bcn_20000_data\ISIC_0056594.jpg,ISIC_0056594,ISIC_0056594
average_hash,ffefc3c3c3c7ffff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0056813.jpg,assets\bcn_20000_data\ISIC_0056813.jpg,ISIC_0056813,ISIC_0056813
average_hash,ffefc707078fffff,1,1,assets\ISIC_2019_Test_Organized\vascular lesion\ISIC_0061597.jpg,assets\bcn_20000_data\ISIC_0061597.jpg,ISIC_0061597,ISIC_0061597
average_hash,ffefc7838080c1f9,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071620.jpg,assets\bcn_20000_data\ISIC_0071620.jpg,ISIC_0071620,ISIC_0071620
average_hash,ffefc78787070fff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070535.jpg,assets\bcn_20000_data\ISIC_0070535.jpg,ISIC_0070535,ISIC_0070535
average_hash,ffefc7c3838387cf,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0073073.jpg,assets\bcn_20000_data\ISIC_0073073.jpg,ISIC_0073073,ISIC_0073073
average_hash,ffefc7c383878f9f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0054313.jpg,assets\bcn_20000_data\ISIC_0054313.jpg,ISIC_0054313,ISIC_0054313
average_hash,ffefc7c383c3e7ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0034968.jpg,assets\bcn_20000_data\ISIC_0059385.jpg,ISIC_0034968,ISIC_0059385
average_hash,ffefc7c3c1c1e3ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069451.jpg,assets\bcn_20000_data\ISIC_0069451.jpg,ISIC_0069451,ISIC_0069451
average_hash,ffefc7c3c3c3e3ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066909.jpg,assets\bcn_20000_data\ISIC_0066909.jpg,ISIC_0066909,ISIC_0066909
average_hash,ffefede1e1800091,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0072598.jpg,assets\bcn_20000_data\ISIC_0072598.jpg,ISIC_0072598,ISIC_0072598
average_hash,ffefffdf0ec7c3fc,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0068149.jpg,assets\bcn_20000_data\ISIC_0068149.jpg,ISIC_0068149,ISIC_0068149
average_hash,fff000000080ffff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068743.jpg,assets\bcn_20000_data\ISIC_0068743.jpg,ISIC_0068743,ISIC_0068743
average_hash,fff0e080c083c7ff,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0057499.jpg,assets\bcn_20000_data\ISIC_0057499.jpg,ISIC_0057499,ISIC_0057499
average_hash,fff0e0c0c0e0e1fb,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071047.jpg,assets\bcn_20000_data\ISIC_0071047.jpg,ISIC_0071047,ISIC_0071047
average_hash,fff0e1c0800387ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0060010.jpg,assets\bcn_20000_data\ISIC_0060010.jpg,ISIC_0060010,ISIC_0060010
average_hash,fff18101070197ff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0068340.jpg,assets\bcn_20000_data\ISIC_0068340.jpg,ISIC_0068340,ISIC_0068340
average_hash,fff190d0f0f0f9ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0053820.jpg,assets\bcn_20000_data\ISIC_0053820.jpg,ISIC_0053820,ISIC_0053820
average_hash,fff1c0c0c0c0e1ff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0056013.jpg,assets\bcn_20000_data\ISIC_0056013.jpg,ISIC_0056013,ISIC_0056013
average_hash,fff1e0004081c3f7,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0072231.jpg,assets\bcn_20000_data\ISIC_0072231.jpg,ISIC_0072231,ISIC_0072231
average_hash,fff1e1e0c0c0c1e3,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059176.jpg,assets\bcn_20000_data\ISIC_0059176.jpg,ISIC_0059176,ISIC_0059176
average_hash,fff1f00000c1ffff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071702.jpg,assets\bcn_20000_data\ISIC_0071702.jpg,ISIC_0071702,ISIC_0071702
average_hash,fff2c0000000c0f8,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062073.jpg,assets\bcn_20000_data\ISIC_0062073.jpg,ISIC_0062073,ISIC_0062073
average_hash,fff30101c1f1ffff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065564.jpg,assets\bcn_20000_data\ISIC_0065564.jpg,ISIC_0065564,ISIC_0065564
average_hash,fff361f1fdf9f9f9,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0055207.jpg,assets\bcn_20000_data\ISIC_0055207.jpg,ISIC_0055207,ISIC_0055207
average_hash,fff38101010387ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0070871.jpg,assets\bcn_20000_data\ISIC_0070871.jpg,ISIC_0070871,ISIC_0070871
average_hash,fff381018781f7ff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0057843.jpg,assets\bcn_20000_data\ISIC_0057843.jpg,ISIC_0057843,ISIC_0057843
average_hash,fff38180000183ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0057093.jpg,assets\bcn_20000_data\ISIC_0057093.jpg,ISIC_0057093,ISIC_0057093
average_hash,fff3818183c3ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055224.jpg,assets\bcn_20000_data\ISIC_0055224.jpg,ISIC_0055224,ISIC_0055224
average_hash,fff39190f0f8fdff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0065934.jpg,assets\bcn_20000_data\ISIC_0065934.jpg,ISIC_0065934,ISIC_0065934
average_hash,fff3c0000103ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0060192.jpg,assets\bcn_20000_data\ISIC_0060192.jpg,ISIC_0060192,ISIC_0060192
average_hash,fff3c181c1c3ffff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0062176.jpg,assets\bcn_20000_data\ISIC_0062176.jpg,ISIC_0062176,ISIC_0062176
average_hash,fff3c1c1818181e3,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0054013.jpg,assets\bcn_20000_data\ISIC_0054013.jpg,ISIC_0054013,ISIC_0054013
average_hash,fff3e0f0e0002171,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0060272.jpg,assets\bcn_20000_data\ISIC_0060272.jpg,ISIC_0060272,ISIC_0060272
average_hash,fff3e1c1c1c3ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0056791.jpg,assets\bcn_20000_data\ISIC_0056791.jpg,ISIC_0056791,ISIC_0056791
average_hash,fff3e1c1c1e1e1ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062986.jpg,assets\bcn_20000_data\ISIC_0062986.jpg,ISIC_0062986,ISIC_0062986
average_hash,fff3e1e0c0c0c1e3,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072936.jpg,assets\bcn_20000_data\ISIC_0072936.jpg,ISIC_0072936,ISIC_0072936
average_hash,fff3e1e0f0f0ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072476.jpg,assets\bcn_20000_data\ISIC_0072476.jpg,ISIC_0072476,ISIC_0072476
average_hash,fff3e1e1c181c1f7,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0056481.jpg,assets\bcn_20000_data\ISIC_0056481.jpg,ISIC_0056481,ISIC_0056481
average_hash,fff3e3c1c3c3ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071123.jpg,assets\bcn_20000_data\ISIC_0071123.jpg,ISIC_0071123,ISIC_0071123
average_hash,fff3e3c3c3c3ffff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057003.jpg,assets\bcn_20000_data\ISIC_0057003.jpg,ISIC_0057003,ISIC_0057003
average_hash,fff3e3e3e3e73f3f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070557.jpg,assets\bcn_20000_data\ISIC_0070557.jpg,ISIC_0070557,ISIC_0070557
average_hash,fff3f3e363c3c79f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070479.jpg,assets\bcn_20000_data\ISIC_0070479.jpg,ISIC_0070479,ISIC_0070479
average_hash,fff4e00080e0e0e0,1,1,assets\ISIC_2019_Test_Organized\vascular lesion\ISIC_0054084.jpg,assets\bcn_20000_data\ISIC_0054084.jpg,ISIC_0054084,ISIC_0054084
average_hash,fff7838383079f3f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072119.jpg,assets\bcn_20000_data\ISIC_0072119.jpg,ISIC_0072119,ISIC_0072119
average_hash,fff7c18180fdeffe,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0057869.jpg,assets\bcn_20000_data\ISIC_0057869.jpg,ISIC_0057869,ISIC_0057869
average_hash,fff7c1c0c1f1ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0067331.jpg,assets\bcn_20000_data\ISIC_0067331.jpg,ISIC_0067331,ISIC_0067331
average_hash,fff7c1c1c1c1c3ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057921.jpg,assets\bcn_20000_data\ISIC_0057921.jpg,ISIC_0057921,ISIC_0057921
average_hash,fff7c1c1c1f7ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0068220.jpg,assets\bcn_20000_data\ISIC_0068220.jpg,ISIC_0068220,ISIC_0068220
average_hash,fff7c38181e3f7ff,1,1,assets\ISIC_2019_Test_Organized\vascular lesion\ISIC_0070632.jpg,assets\bcn_20000_data\ISIC_0070632.jpg,ISIC_0070632,ISIC_0070632
average_hash,fff7c3838383c7cf,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0072216.jpg,assets\bcn_20000_data\ISIC_0072216.jpg,ISIC_0072216,ISIC_0072216
average_hash,fff7c3c1c1e1f3ff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0067996.jpg,assets\bcn_20000_data\ISIC_0067996.jpg,ISIC_0067996,ISIC_0067996
average_hash,fff7c3c1c1e1fbff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072769.jpg,assets\bcn_20000_data\ISIC_0072769.jpg,ISIC_0072769,ISIC_0072769
average_hash,fff7c3c3c1e1e3e7,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0065978.jpg,assets\bcn_20000_data\ISIC_0065978.jpg,ISIC_0065978,ISIC_0065978
average_hash,fff7c7c38181c1ef,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063254.jpg,assets\bcn_20000_data\ISIC_0063254.jpg,ISIC_0063254,ISIC_0063254
average_hash,fff7c7c3c3c3efff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0054563.jpg,assets\bcn_20000_data\ISIC_0054563.jpg,ISIC_0054563,ISIC_0054563
average_hash,fff7e1c0c183c3ff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0059850.jpg,assets\bcn_20000_data\ISIC_0059850.jpg,ISIC_0059850,ISIC_0059850
average_hash,fff7e1c183870fff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057532.jpg,assets\bcn_20000_data\ISIC_0057532.jpg,ISIC_0057532,ISIC_0057532
average_hash,fff7e1c1c1c1e33e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0057955.jpg,assets\bcn_20000_data\ISIC_0057955.jpg,ISIC_0057955,ISIC_0057955
average_hash,fff7e3c3c1c1e77f,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063202.jpg,assets\bcn_20000_data\ISIC_0063202.jpg,ISIC_0063202,ISIC_0063202
average_hash,fff7e3c3c3e3ffff,1,2,assets\ISIC_2019_Test_Organized\nevus\ISIC_0061720.jpg,assets\bcn_20000_data\ISIC_0055917.jpg;assets\bcn_20000_data\ISIC_0061720.jpg,ISIC_0061720,ISIC_0055917;ISIC_0061720
average_hash,fff7e70781c1c146,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0066168.jpg,assets\bcn_20000_data\ISIC_0066168.jpg,ISIC_0066168,ISIC_0066168
average_hash,fff7efc3e1e1ff79,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059898.jpg,assets\bcn_20000_data\ISIC_0059898.jpg,ISIC_0059898,ISIC_0059898
average_hash,fff7f0e080c0c1ff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0054094.jpg,assets\bcn_20000_data\ISIC_0054094.jpg,ISIC_0054094,ISIC_0054094
average_hash,fff7f5f0000113ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0065267.jpg,assets\bcn_20000_data\ISIC_0065267.jpg,ISIC_0065267,ISIC_0065267
average_hash,fff8e08080e1ffff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0062690.jpg,assets\bcn_20000_data\ISIC_0062690.jpg,ISIC_0062690,ISIC_0062690
average_hash,fff8f0e0e0e0c0c0,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057779.jpg,assets\bcn_20000_data\ISIC_0057779.jpg,ISIC_0057779,ISIC_0057779
average_hash,fff9e0c080c0e1e3,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0073052.jpg,assets\bcn_20000_data\ISIC_0073052.jpg,ISIC_0073052,ISIC_0073052
average_hash,fff9e1c103078fff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0055365.jpg,assets\bcn_20000_data\ISIC_0055365.jpg,ISIC_0055365,ISIC_0055365
average_hash,fff9f1e1e3e7efe7,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071595.jpg,assets\bcn_20000_data\ISIC_0071595.jpg,ISIC_0071595,ISIC_0071595
average_hash,fffaf0f000000000,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068917.jpg,assets\bcn_20000_data\ISIC_0068917.jpg,ISIC_0068917,ISIC_0068917
average_hash,fffb0580c047ceff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0066216.jpg,assets\bcn_20000_data\ISIC_0066216.jpg,ISIC_0066216,ISIC_0066216
average_hash,fffbc0b0118581c3,1,1,assets\ISIC_2019_Test_Organized\dermatofibroma\ISIC_0059177.jpg,assets\bcn_20000_data\ISIC_0059177.jpg,ISIC_0059177,ISIC_0059177
average_hash,fffbc1818183c7ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066542.jpg,assets\bcn_20000_data\ISIC_0066542.jpg,ISIC_0066542,ISIC_0066542
average_hash,fffbc1818187ffff,2,2,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059054.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0069850.jpg,assets\bcn_20000_data\ISIC_0059054.jpg;assets\bcn_20000_data\ISIC_0069850.jpg,ISIC_0059054;ISIC_0069850,ISIC_0059054;ISIC_0069850
average_hash,fffbc38383e7ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066528.jpg,assets\bcn_20000_data\ISIC_0066528.jpg,ISIC_0066528,ISIC_0066528
average_hash,fffbc90501010160,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0070970.jpg,assets\bcn_20000_data\ISIC_0070970.jpg,ISIC_0070970,ISIC_0070970
average_hash,fffbcb83c1c1f1fc,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0059736.jpg,assets\bcn_20000_data\ISIC_0059736.jpg,ISIC_0059736,ISIC_0059736
average_hash,fffbe0c08080c1e3,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0055439.jpg,assets\bcn_20000_data\ISIC_0055439.jpg,ISIC_0055439,ISIC_0055439
average_hash,fffbe0c0c0800000,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0056283.jpg,assets\bcn_20000_data\ISIC_0056283.jpg,ISIC_0056283,ISIC_0056283
average_hash,fffbe0e0e0f0ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070559.jpg,assets\bcn_20000_data\ISIC_0070559.jpg,ISIC_0070559,ISIC_0070559
average_hash,fffbe3c3c3c1f3ff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0058707.jpg,assets\bcn_20000_data\ISIC_0058707.jpg,ISIC_0058707,ISIC_0058707
average_hash,fffbe7c3e7f3e1bf,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059262.jpg,assets\bcn_20000_data\ISIC_0059262.jpg,ISIC_0059262,ISIC_0059262
average_hash,fffbf0e0c1c3e7ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0065356.jpg,assets\bcn_20000_data\ISIC_0065356.jpg,ISIC_0065356,ISIC_0065356
average_hash,fffbf0e0e0e1f3ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069559.jpg,assets\bcn_20000_data\ISIC_0069559.jpg,ISIC_0069559,ISIC_0069559
average_hash,fffc0000000000e1,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0067793.jpg,assets\bcn_20000_data\ISIC_0067793.jpg,ISIC_0067793,ISIC_0067793
average_hash,fffc0000200000ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0067897.jpg,assets\bcn_20000_data\ISIC_0067897.jpg,ISIC_0067897,ISIC_0067897
average_hash,fffcc0c080c0f8fc,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0069012.jpg,assets\bcn_20000_data\ISIC_0069012.jpg,ISIC_0069012,ISIC_0069012
average_hash,fffcf881870e1e9e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0059316.jpg,assets\bcn_20000_data\ISIC_0059316.jpg,ISIC_0059316,ISIC_0059316
average_hash,fffcf8c8c8081c1c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065817.jpg,assets\bcn_20000_data\ISIC_0065817.jpg,ISIC_0065817,ISIC_0065817
average_hash,fffe8783c3c3e7ff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059928.jpg,assets\bcn_20000_data\ISIC_0059928.jpg,ISIC_0059928,ISIC_0059928
average_hash,fffec0808f1f9e8e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063541.jpg,assets\bcn_20000_data\ISIC_0063541.jpg,ISIC_0063541,ISIC_0063541
average_hash,fffece86878787ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0067405.jpg,assets\bcn_20000_data\ISIC_0067405.jpg,ISIC_0067405,ISIC_0067405
average_hash,fffee28387fff8fc,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066334.jpg,assets\bcn_20000_data\ISIC_0066334.jpg,ISIC_0066334,ISIC_0066334
average_hash,fffee3838141c1c3,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0054890.jpg,assets\bcn_20000_data\ISIC_0054890.jpg,ISIC_0054890,ISIC_0054890
average_hash,fffee3e1c3c3c79f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0064479.jpg,assets\bcn_20000_data\ISIC_0064479.jpg,ISIC_0064479,ISIC_0064479
average_hash,fffefc80031f1e1f,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0059521.jpg,assets\bcn_20000_data\ISIC_0059521.jpg,ISIC_0059521,ISIC_0059521
average_hash,fffefcf0c00080c0,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0066863.jpg,assets\bcn_20000_data\ISIC_0066863.jpg,ISIC_0066863,ISIC_0066863
average_hash,ffff010001237fff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0058619.jpg,assets\bcn_20000_data\ISIC_0058619.jpg,ISIC_0058619,ISIC_0058619
average_hash,ffff01000173ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055448.jpg,assets\bcn_20000_data\ISIC_0055448.jpg,ISIC_0055448,ISIC_0055448
average_hash,ffff010080c7efff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0064421.jpg,assets\bcn_20000_data\ISIC_0064421.jpg,ISIC_0064421,ISIC_0064421
average_hash,ffff0100c0f1ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066152.jpg,assets\bcn_20000_data\ISIC_0066152.jpg,ISIC_0066152,ISIC_0066152
average_hash,ffff0105000381ef,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0065855.jpg,assets\bcn_20000_data\ISIC_0065855.jpg,ISIC_0065855,ISIC_0065855
average_hash,ffff03010183ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0073117.jpg,assets\bcn_20000_data\ISIC_0073117.jpg,ISIC_0073117,ISIC_0073117
